Word,Auditory.mean,Gustatory.mean,Haptic.mean,Interoceptive.mean,Olfactory.mean,Visual.mean,Foot_leg.mean,Hand_arm.mean,Head.mean,Mouth.mean,Torso.mean,Exclusivity.perceptual,Exclusivity.action,Exclusivity.sensorimotor,Modality
stickball,1.529,0,2.118,0,0,3.412,2.2,3.35,2.35,0.6,1.75,0.483,0.268,0.197,Visual
sticker,0.053,0.211,3.105,0,0.263,4.474,0.35,2.45,2.1,0.35,0.35,0.552,0.375,0.326,Visual
stickers,0.529,0.353,3.706,0.353,0.294,4.529,0.167,2.5,2.167,0.222,0.222,0.434,0.442,0.29,Visual
stickiness,0.824,1,4.353,0.353,0.176,2.765,1.211,3.105,1.263,2.263,1,0.441,0.238,0.228,Haptic
sticking,1.333,0.611,3.278,0.556,0.278,3.389,0.55,1.95,1.6,0.6,0.75,0.329,0.257,0.209,Visual
stickler,2.438,0,0.438,1.125,0,2.438,0.333,0.6,2.467,0.733,0.333,0.379,0.478,0.226,Auditory
sticklike,0.684,0.263,1.895,0.579,0.211,4.105,1.211,1.789,1.684,0.632,1.158,0.503,0.179,0.274,Visual
stickman,1,0.154,0.615,0,0.154,3.769,0.8,2.3,2.3,0.25,0.45,0.662,0.336,0.32,Visual
sticks,1.438,0.125,3.25,0.188,0.375,4.625,1.4,3.25,1.95,0.25,0.5,0.45,0.408,0.259,Visual
stickup,2.071,0,0.214,1.143,0,3.571,1.05,2.55,1.85,1.8,1.3,0.51,0.175,0.23,Visual
sticky,0.312,0.375,3.875,0.188,0,2,0.913,3.13,1.043,1.261,0.261,0.574,0.434,0.29,Haptic
stiff,0.389,0.278,3.667,2.056,0.167,3.667,1.857,2.571,1.286,1.143,2.19,0.342,0.158,0.182,Haptic
stiffen,0.059,0,2.118,1.059,0,2.824,2.4,2.9,2.4,1.55,2.8,0.466,0.112,0.16,Visual
stiffening,0.471,0,3,2.941,0,3.353,2.095,2.19,1.429,0.952,2.19,0.343,0.14,0.18,Visual
stiffly,0.412,0.235,2.353,1.824,0.176,2.118,2.316,2.263,1.579,1.158,2,0.306,0.124,0.132,Haptic
stiffness,0.412,0,2.882,2.824,0.059,3.118,3.053,3.632,2.526,1.579,2.842,0.335,0.151,0.158,Visual
stifle,1.938,0,0.438,1.562,0,1.688,0.947,2.105,1.842,2.316,0.895,0.344,0.175,0.169,Auditory
stifling,0.562,0,0.938,2.812,0.312,1.188,0.353,0.529,3.059,1.647,1,0.484,0.411,0.247,Interoceptive
stiflingly,0.364,0,1.818,2.727,0.273,1,1.176,1.235,1.588,0.647,0.941,0.441,0.168,0.232,Interoceptive
stigma,2.176,0.294,0.412,1.941,0.353,2.118,0.4,0.45,2.55,0.95,0.45,0.258,0.448,0.187,Auditory
stigmatic,1.385,0,0.462,1.385,0,2.769,0.765,1.176,1.471,1.176,1.059,0.462,0.125,0.238,Visual
stigmatism,0.643,0,0.286,0.786,0,2.786,0.316,0.368,3.158,0.579,0.263,0.619,0.618,0.344,Visual
stigmatization,1.65,0.05,0.35,1.3,0.05,2.05,0.158,0.368,1.684,0.737,0.579,0.367,0.433,0.223,Visual
stigmatize,2.533,0,0.333,1.333,0,2.6,0.444,0.556,2.833,1.778,0.333,0.382,0.421,0.222,Visual
stiletto,1.318,0.136,2.318,0.136,0.136,3.409,3.818,1.136,1.727,0.636,0.545,0.439,0.416,0.24,Visual
still,1.882,0.059,1.647,2.059,0.176,2.588,3.25,3.15,2.95,1.9,2.95,0.301,0.095,0.141,Visual
still life,0.333,0.278,0.556,0.389,0.167,3.778,0,0.55,1.5,0,0.2,0.657,0.667,0.487,Visual
stillbirth,0.625,0,0.812,1,0.062,3.812,0.474,0.526,1.368,0.474,1,0.604,0.233,0.375,Visual
stillborn,0.778,0,1.278,1.722,0.056,3.333,0.222,0.556,2.333,0.611,1.667,0.465,0.392,0.265,Visual
stillness,2.444,0,1.222,1.889,0,3.778,2.6,2.55,2.95,1.95,2.4,0.405,0.08,0.173,Visual
stilt,0.611,0.333,1.667,0.944,0.444,3.111,3.158,1.579,1.368,0.211,1.158,0.391,0.394,0.202,Visual
stimulant,1.059,0.765,1.294,3.176,0.647,2.647,1.632,2.211,3.684,2.579,1.737,0.264,0.173,0.142,Interoceptive
stimulate,1.882,0.588,1.706,2.824,0.706,2.353,1.182,2.773,2.455,2,1.545,0.222,0.16,0.112,Interoceptive
stimulating,2.25,0.812,2.188,2.625,0.875,2.812,1.2,2,2.8,1.8,1.3,0.173,0.176,0.097,Visual
stimulatingly,1.875,1.688,2.125,4.125,1.688,2.375,1.474,2.053,2.842,1.684,1.421,0.176,0.15,0.116,Interoceptive
stimulation,2.176,1.471,3,4,1.294,2.824,2,2.571,3.333,2.143,2.286,0.183,0.108,0.1,Interoceptive
stimulator,1.294,0.529,1.294,1.294,0.765,1.824,1.421,2,2.158,1.842,1.211,0.185,0.11,0.104,Visual
stimulatory,2.526,1.895,2.895,3.368,2.053,3.211,1.2,2.3,2.45,1.4,1.3,0.092,0.145,0.088,Interoceptive
stimuli,3.684,2.579,3.632,2.842,2.684,4,2.105,2.421,3.053,2.474,2.263,0.073,0.077,0.06,Visual
stimulus,2.294,2.118,2.824,2.706,2.176,3.059,1.789,2.105,3.684,1.789,1.737,0.062,0.175,0.074,Visual
sting,0.789,0.263,3.368,3.579,0.263,2.632,2.1,2.65,2.8,1.65,1.95,0.304,0.103,0.15,Interoceptive
stinger,0.357,0.143,3,1.929,0.357,3.643,1.545,2.182,0.909,0.636,1.455,0.371,0.23,0.217,Visual
stingily,1.429,0.048,1.143,1.667,0,2.429,0.529,1.882,3.118,1.529,1,0.362,0.321,0.211,Visual
stinginess,1.059,0,0.294,1.412,0,2.176,1,1.737,2.421,1.737,0.789,0.44,0.212,0.192,Visual
stinging,0.5,0.5,2.389,3.556,0.111,1.944,1.95,2.5,1.95,1.55,2.1,0.383,0.095,0.181,Interoceptive
stingingly,1.062,0.062,2.375,2.25,0,0.938,1.143,1.286,1.714,1.143,1,0.355,0.114,0.183,Haptic
stingless,0.769,0,1.769,1.538,0,2.154,0.368,0.421,1.105,0.316,0.316,0.346,0.312,0.246,Visual
stingray,1.062,0.062,2.5,0.625,0.375,4.625,1,1.833,1.944,0.333,0.556,0.493,0.284,0.306,Visual
stingy,1.562,0.625,1.5,1.75,0.688,2.125,0.615,1.385,3.615,1.846,0.615,0.182,0.371,0.184,Visual
stink,0.188,0.188,0,1.312,4.5,0.375,1.053,0.895,3.579,1.474,0.632,0.686,0.386,0.317,Olfactory
stinker,0.842,0.211,0.158,0.842,4.053,1.368,0,0.105,3.526,1.368,0.632,0.521,0.626,0.309,Olfactory
stinking,0.333,0,0.083,0.417,4.125,0.083,0.458,0.625,4,1.458,0.667,0.818,0.491,0.337,Olfactory
stinkweed,0.077,0.692,1.692,0.846,3.154,3.615,0.579,1.105,3.211,0.895,0.263,0.351,0.487,0.219,Visual
stinkwood,0.5,0.318,2.545,0.364,3.091,3.227,0.125,0.5,2.312,0.25,0.125,0.29,0.66,0.232,Visual
stinky,0.1,0.35,0.2,0.95,4.7,0.6,0.684,1,4.526,1.474,0.684,0.667,0.459,0.301,Olfactory
stint,0.409,0.045,0.136,0.5,0.045,0.955,1.087,1.565,1.696,0.87,1.304,0.435,0.127,0.192,Visual
stipend,0.929,0.071,0.429,0.357,0.286,2.786,0.375,2.062,1.688,1.25,0.312,0.559,0.308,0.257,Visual
stipulate,2.267,0,0,0.533,0,0.867,0.105,0.316,1.579,1.895,0.158,0.618,0.442,0.294,Auditory
stipulation,3.5,0,0.167,0.278,0,2.5,0.222,0.5,2.556,2.222,0.333,0.543,0.4,0.285,Auditory
stir,1.273,0,2.636,0.409,0.182,3.591,0.25,4.7,1.6,0.25,1.05,0.444,0.567,0.295,Visual
stir fry,1.938,4.188,1.375,0.688,3.812,4.062,0.211,2.579,2.158,3.316,1.053,0.218,0.333,0.157,Gustatory
stir up,1.35,0.25,1.2,1.6,0.45,2.6,0.842,2.947,1.947,1.842,0.737,0.315,0.266,0.171,Visual
stirrer,0.968,0.355,1.839,0.419,0.161,2.839,0.222,4.056,1.667,0.611,0.333,0.407,0.556,0.289,Visual
stirring,1.235,0.176,1.765,0.647,0.176,3.235,0.19,3.905,1.524,0.333,0.333,0.423,0.591,0.276,Visual
stirringly,1.765,0.059,1.176,1.882,0.118,2.412,0.526,2,2.526,1.053,0.789,0.317,0.29,0.172,Visual
stirrup,0.647,0.118,2.412,0.882,0.176,3.765,2.368,1.421,0.895,0.526,0.684,0.456,0.312,0.262,Visual
stitch,0.611,0,2.889,0.667,0.056,4,0.5,4,1.1,0.7,0.8,0.486,0.493,0.261,Visual
stitchery,0.235,0,2.588,0,0.059,4.235,0.176,2.765,1.529,0.059,0.059,0.595,0.59,0.362,Visual
stitching,0.458,0.042,2.75,0.083,0.042,3.542,0.208,4.083,2,0.417,0.417,0.506,0.544,0.288,Visual
stock,0.895,0.211,1.211,0.105,0.263,3.211,0.833,2.222,3.611,1.167,0.944,0.527,0.316,0.239,Visual
stock exchange,1.905,0,0.286,0.524,0,3.619,0.55,1.3,2.95,1.5,0.75,0.571,0.34,0.27,Visual
stock market,1.812,0.375,0.562,0.438,0.562,3.375,0,0.4,2.65,0.9,0,0.421,0.671,0.305,Visual
stockade,0.5,0,1.643,0.214,0.214,4.143,1.1,1.75,2.1,0.4,1.05,0.617,0.266,0.316,Visual
stockbreeder,1.545,0.273,0.273,0.364,0.273,2.545,0.35,0.75,1.4,0.25,0.4,0.431,0.365,0.273,Visual
stockbroker,2.35,0.1,0.95,0.2,0.4,3.15,0.389,0.889,2.222,0.667,0.222,0.427,0.456,0.264,Visual
stockbrokerage,2.115,0.115,0.308,0.154,0.115,3.346,0.211,1.421,2.526,1.263,0.158,0.525,0.425,0.275,Visual
stockcar,2.529,0,1.471,0.059,0.588,3.353,2.294,2.059,2.412,0.235,1.294,0.419,0.262,0.206,Visual
stocker,1.556,0.167,0.778,0.556,0.222,2.611,1.824,3.118,1.529,1.059,1.647,0.415,0.224,0.196,Visual
stockholder,1.2,0,0.8,0.4,0.067,3.667,0.611,1.278,2.833,1.611,0.556,0.598,0.331,0.282,Visual
stockiness,0.312,0,1.625,0.562,0,4.375,0.737,0.895,1.316,0.368,1.789,0.636,0.278,0.365,Visual
stocking,0.368,0,2.789,0.158,0.053,3.526,2.737,2.053,1.474,0.105,0.368,0.511,0.391,0.259,Visual
stockings,0.111,0.111,2.667,0.222,0.111,3.722,3.4,1.45,1.3,0.15,0.1,0.52,0.516,0.271,Visual
stockkeeper,1,0,0.062,0.188,0.062,3.375,1.062,2,2.625,1.25,0.875,0.72,0.224,0.27,Visual
stockless,0.533,0,0.8,0.333,0,2.6,0.278,0.5,0.556,0.056,0.278,0.609,0.3,0.438,Visual
stockman,1.778,0.333,0.833,0.5,0.333,3.222,1.105,1.368,2,1.211,0.789,0.413,0.187,0.214,Visual
stockowner,1.9,0.05,0.45,0.45,0.05,2.7,0.278,0.5,1.556,0.722,0.278,0.473,0.383,0.297,Visual
stockpile,0.421,0,0.974,0.158,0.079,3.658,0.053,2,1.368,0.263,0.053,0.692,0.521,0.405,Visual
stockroom,0.526,0.263,2.053,0.368,0.842,3.421,1.238,1.667,1.571,0.143,0.619,0.423,0.291,0.258,Visual
stocks,1.667,0.19,0.524,0.571,0.286,3.571,0.526,1.053,2.526,0.526,0.632,0.497,0.38,0.28,Visual
stocky,0.533,0,1.733,0.067,0,3.867,1.474,1.263,1.842,0.632,2.789,0.624,0.27,0.272,Visual
stockyard,2,0.188,1.062,0.25,1.375,3.938,0.778,0.889,1.222,0.444,0.556,0.426,0.2,0.295,Visual
stoic,1.375,0,0.438,1.938,0,3.312,1.438,1.438,2.375,1.188,1.625,0.469,0.147,0.219,Visual
stoically,2.154,0,0.385,2.077,0,2.385,1.471,1.706,3.529,2.765,1.706,0.341,0.184,0.194,Visual
stoicism,1.35,0.15,0.3,1.7,0.25,1.55,0.8,0.933,2.8,1.2,1.267,0.292,0.286,0.215,Interoceptive
stoke,1.368,0.053,1.632,0.737,0.263,2.684,0.529,2.529,1.471,1.176,0.412,0.391,0.346,0.205,Visual
stole,1.125,0,1.625,0.812,0,3.938,1.25,3.15,2.35,0.65,0.55,0.525,0.327,0.255,Visual
stolen,0.895,0.263,0.368,0.421,0.263,2.947,0.65,1.9,1.5,0.65,0.3,0.52,0.32,0.264,Visual
stomach,1.412,0.706,1.588,4.059,0.235,1.471,0,0.333,0.571,0.333,4.286,0.404,0.776,0.286,Interoceptive
stomach flu,1.125,0.875,0.812,4.875,1.062,1.375,0.778,0.944,1.889,2.333,4.222,0.401,0.339,0.202,Interoceptive
stomachache,1.125,0.438,0.875,4.875,0.562,0.562,0.304,0.304,1.087,0.652,3.957,0.526,0.579,0.31,Interoceptive
stomaching,0.556,1.167,0.722,2.833,0.556,0.778,0.25,0.15,1.5,1.45,3.25,0.345,0.47,0.235,Interoceptive
stomp,2.9,0,2.5,1.3,0,2.95,4.45,0.3,0.85,0,0.8,0.306,0.695,0.277,Visual
stone,0.722,0.389,3.556,0.278,0.056,4.111,1.333,2.952,1.095,0.381,0.19,0.445,0.464,0.269,Visual
stone age,0.438,0,0.188,0.25,0,2.312,0.4,0.5,1.35,0.25,0.4,0.725,0.379,0.38,Visual
stone cold,0.733,0.2,2.667,1.8,0.133,1.533,0.667,1.222,1.944,1,0.944,0.358,0.221,0.197,Haptic
stonecutter,1.833,0,1.111,0.056,0.111,3.444,0.682,3,1.955,0.455,0.682,0.525,0.376,0.258,Visual
stoned,0.905,0.476,0.762,4.429,1,2.714,1.056,1.722,3.944,1.833,1.222,0.384,0.295,0.197,Interoceptive
stonehearted,2.1,0,0,1.4,0,2,0.421,0.632,2.263,1.158,1.579,0.382,0.304,0.196,Auditory
stonemason,2.467,0,1.333,0,0.267,3.8,1.158,2.842,2.632,0.842,1.263,0.483,0.229,0.229,Visual
stonemasonry,1.2,0,2.6,0.267,0.333,4,1.632,2.895,1.632,0.263,1.421,0.476,0.336,0.246,Visual
stoner,1.789,0.632,0.684,0.842,1.842,3.474,0.474,1.632,2.895,2.421,0.947,0.307,0.289,0.17,Visual
stonewall,0.611,0,2,0.611,0.056,3.444,0.429,1.143,2.381,0.857,0.429,0.512,0.373,0.288,Visual
stoneware,0.611,0.167,2.444,0,0.111,3.444,0.048,2.429,1.714,0.19,0.048,0.508,0.538,0.307,Visual
stonework,0.548,0,2.871,0.258,0.226,4,0.968,2.581,1.903,0.387,0.871,0.506,0.327,0.274,Visual
stoneworker,1.556,0.278,0.778,0.278,0.667,3.389,0.632,2.895,1.421,0.368,1.105,0.448,0.393,0.233,Visual
stoning,1.857,0,2,1.071,0,3.786,0.222,2.056,1.722,0.167,0.389,0.434,0.415,0.285,Visual
stony,0.118,0.118,2.647,0.588,0.118,3.118,1.15,1.75,1.55,0.35,0.5,0.447,0.264,0.25,Visual
stonyhearted,0.773,0,0.091,1.773,0,1.091,0.316,0.632,2.263,1.421,1.526,0.476,0.316,0.229,Interoceptive
stood,0.765,0.059,1.529,1.588,0,3.529,4.143,0.476,1.333,0.19,1.571,0.472,0.512,0.273,Visual
stooge,2.833,0,0.944,0.722,0.278,3.278,0.529,0.529,2.235,0.765,0.647,0.407,0.362,0.257,Visual
stool,0.75,0.1,2.55,0.75,0.95,4,2.389,1.278,1.667,0.222,2.111,0.429,0.283,0.233,Visual
stoop,0.389,0,0.889,0.722,0,3.389,2.444,0.889,1.944,0.444,1.944,0.629,0.261,0.26,Visual
stooping,0.583,0,1.25,1.75,0,2.917,2.526,1.368,2.263,0.842,1.789,0.449,0.192,0.191,Visual
stop,2.188,0,0.875,1.125,0,3.562,2.81,2.619,2.762,2.524,2,0.46,0.064,0.174,Visual
stoplight,0.5,0.1,0.9,0.35,0.2,4.4,0.722,0.944,2.667,0.278,0.722,0.667,0.448,0.365,Visual
stoppable,1.211,0.421,1.421,0.947,0.421,3.158,1.5,2.5,2.25,1.55,1.25,0.361,0.138,0.165,Visual
stoppage,0.929,0,1.143,1,0.071,2.357,1.238,1.381,1.714,0.619,0.81,0.429,0.19,0.209,Visual
stopped,1.611,0.222,1.556,1.5,0.278,3.167,2.286,2.381,2.571,1.429,1.381,0.353,0.118,0.16,Visual
stopper,1,0.2,1.467,0.2,0.2,2.733,1.222,2.667,1.667,0.722,0.611,0.437,0.298,0.2,Visual
stopping,0.7,0.1,1.05,1.55,0.1,2.95,3.15,2.4,2.35,1.25,2.1,0.442,0.169,0.172,Visual
stopwatch,2.737,0,2.632,0.053,0,4.316,0,3.05,2.55,0.25,0,0.443,0.521,0.277,Visual
storable,0.474,0.263,1.263,0.263,0.316,2.684,0.474,2.158,2.105,0.526,0.368,0.46,0.318,0.222,Visual
storage,0.5,0,1.611,0.111,0.111,4,0.684,2.158,1.316,0.158,0.474,0.632,0.418,0.36,Visual
store,1.111,0.167,1.389,0.389,0.833,3.944,1.524,2,2.571,1,1.095,0.482,0.192,0.236,Visual
storefront,0.611,0.139,1.111,0.278,0.306,4.417,0.895,1.211,2.842,0.526,0.474,0.623,0.398,0.334,Visual
storehouse,0.667,0.111,0.778,0.111,0.444,3.444,0.632,0.947,1.053,0.368,0.632,0.6,0.188,0.363,Visual
storekeeper,3.588,0.118,0.588,0.118,0.235,4.706,1.053,1.895,2.526,2.158,1.105,0.491,0.169,0.254,Visual
storekeeping,1.842,0,1.263,0.842,0.053,3.526,1.091,1.727,1.455,0.909,0.727,0.469,0.169,0.262,Visual
storeroom,0.471,0.235,0.882,0.353,0.529,4.118,1.368,2.316,2.632,0.579,0.895,0.589,0.264,0.27,Visual
storewide,0.55,0,0.4,0.3,0.1,3.45,1.227,0.727,2.273,0.5,0.455,0.719,0.351,0.346,Visual
storied,2.4,0,0.133,0.467,0,2,0.05,0.25,2.1,1.75,0.05,0.48,0.488,0.261,Auditory
stork,1.889,0,1.278,0,0.389,3.667,0.429,0.571,1.857,0.429,0.381,0.508,0.403,0.337,Visual
storm,4.053,0.158,0.947,1.211,1.474,4.211,1.316,0.947,2.632,0.263,1.053,0.336,0.381,0.222,Visual
stormily,2.667,0.095,0.429,0.762,0.19,3.476,1.1,1.4,2.1,0.9,0.8,0.444,0.206,0.243,Visual
storminess,4.125,0.375,0.688,1.312,1.062,4.125,0.842,0.842,2.421,0.632,0.947,0.321,0.315,0.216,Auditory
storming,3.667,0.556,0.944,0.944,0.722,3.333,0.9,1.05,2.25,0.75,0.85,0.306,0.259,0.195,Auditory
stormy,3.167,0.389,0.944,1.056,1.722,3.944,0.81,1.048,2.571,0.619,0.905,0.317,0.328,0.207,Visual
story,4.357,0.071,0.286,0.5,0.143,2.214,0.211,1,3.421,3.263,0.368,0.566,0.389,0.271,Auditory
storyboard,1.111,0,1.278,0.222,0,3.833,0.045,1.909,2.636,1.182,0.182,0.595,0.435,0.309,Visual
storybook,2.294,0.118,2.176,0.529,0.118,3.353,0.348,2.304,3.696,1.957,0.261,0.377,0.401,0.209,Visual
storyline,3.353,0.059,0.059,0.882,0.059,4,0.316,0.579,3.263,1.947,0.526,0.469,0.444,0.262,Visual
storyteller,4.588,0.118,0.588,1.118,0.118,3.706,0.167,1.056,3.667,3.333,0.056,0.437,0.436,0.245,Auditory
storytelling,3.895,0.158,0.158,0.579,0.263,1.474,0.35,1.4,3.45,4.1,0.5,0.573,0.383,0.241,Auditory
storywriter,1.812,0.062,0.062,0.188,0.125,3.375,0.368,3.316,3.421,1.211,0.789,0.589,0.335,0.228,Visual
stout,0.706,1.206,1.941,0.971,0.912,3.912,0.389,0.889,1.722,1.667,0.722,0.332,0.247,0.234,Visual
stoutheartedly,1.583,0.167,0.417,1.583,0.167,2.667,0.727,0.909,1.909,1.091,1.091,0.38,0.206,0.203,Visual
stoutly,1.429,0.357,1.214,1.214,0.357,3.286,1.647,1.765,2.647,1.412,2.529,0.373,0.124,0.164,Visual
stoutness,0.611,0.389,1,0.889,0.167,3.167,1.529,1.118,1.118,1,2.529,0.482,0.21,0.222,Visual
stove,0.882,0.235,2.059,0.176,1.059,3.412,0.474,3.421,2.526,0.263,0.316,0.414,0.451,0.219,Visual
stovepipe,0.312,0.125,2.562,0.5,1.062,4.062,0.333,1.222,1.222,0.278,0.389,0.457,0.274,0.326,Visual
stow,0.944,0.5,1.5,0.667,0.722,2.667,1.1,3.1,1.6,0.45,0.75,0.31,0.379,0.189,Visual
stowaway,0.938,0,0.312,0.125,0.125,3.312,1.833,1.778,1.944,0.778,1.778,0.688,0.144,0.256,Visual
stowing,0.556,0.333,1,0.556,0.389,3.389,0.933,2.667,1.133,0.667,0.867,0.491,0.319,0.245,Visual
straddle,0.353,0.059,3.294,1.294,0.059,2.471,3.9,2.15,1.2,0.3,1.85,0.43,0.383,0.227,Haptic
straddling,0.062,0,3.188,1.125,0.188,2.812,3.526,1.421,0.895,0.684,1.895,0.432,0.338,0.223,Haptic
straggle,1.056,0.111,0.5,0.722,0.111,4.222,1.889,1.444,1.278,0.667,0.889,0.612,0.198,0.319,Visual
straggler,2,0.294,0.765,0.588,0.353,3.824,1,1.118,2.647,0.471,0.353,0.451,0.411,0.263,Visual
straggling,1.067,0.167,1.033,1.467,0.2,3.067,2.645,1.613,1.903,0.419,1.161,0.414,0.288,0.197,Visual
straggly,0.556,0,0.889,0.389,0.167,3.389,0.824,1.529,2,0.588,1,0.629,0.238,0.299,Visual
straight,0.824,0,2.176,0.294,0,4.647,1.286,2.286,2.714,0.952,0.905,0.585,0.222,0.289,Visual
straightaway,0.444,0,0.056,0.222,0,2.667,1.182,1.409,2.364,0.318,0.636,0.787,0.346,0.287,Visual
straightedge,0.667,0,2.389,0.833,0.111,3.778,0.632,2.789,2.474,0.842,0.947,0.486,0.281,0.244,Visual
straighten,0.611,0,2.778,0.667,0,3.722,1.65,3.4,2.2,0.95,1.8,0.479,0.245,0.209,Visual
straighten up,1.688,0.125,1,1.562,0.188,3.688,1.522,2,2,0.348,3.043,0.432,0.302,0.208,Visual
straightforward,2.167,0.333,0.333,1.444,0.333,2.444,0.55,0.65,2.1,1.3,0.1,0.299,0.426,0.199,Visual
straightforwardly,2.389,0.111,0.167,0.167,0.056,1.889,0.737,0.895,2.737,1.632,0.368,0.488,0.372,0.241,Auditory
straightforwardness,3.526,0.316,0.579,1.789,0.316,2.632,0.8,0.85,2.95,3.35,0.65,0.351,0.314,0.181,Auditory
straightjacket,0.353,0.176,3.176,1,0.176,3.471,1.588,3.882,1.118,0,3.941,0.394,0.374,0.209,Visual
straightly,0.118,0,1.941,0.118,0,3.706,1.55,1.8,2.25,0.7,1.1,0.63,0.209,0.279,Visual
straightness,0.647,0.118,1.412,0.059,0,3.412,2.2,2.5,2.65,1.3,2.25,0.604,0.124,0.206,Visual
strain,1.722,0.278,1.667,3.167,0.333,2.667,1.81,2.429,2,1.667,1.762,0.294,0.079,0.148,Interoceptive
strained,1.529,0.059,1,1.882,0.059,2.235,1.762,2,2.143,1.095,1.714,0.322,0.12,0.141,Visual
strainer,0.522,0,2.87,0.087,0.043,4,0.458,3.25,1.833,0.5,0.458,0.532,0.429,0.285,Visual
straining,1.312,0.125,1.125,2.312,0.125,3.25,2.684,2.895,2.263,1.842,2.789,0.379,0.084,0.151,Visual
strait,0.375,0,0.5,0.125,0,4,1,1,1.688,0.5,0.75,0.8,0.241,0.403,Visual
straitjacket,0.225,0.025,2.7,0.45,0.125,3.875,0.263,3,1.474,0.158,3.474,0.52,0.396,0.244,Visual
straitlaced,2.4,0,0.2,0.467,0,2.4,1.333,1.5,2.222,1.056,0.944,0.439,0.181,0.192,Auditory
strand,0,0.222,1.833,0.278,0.167,3.5,0.632,2.263,2.421,0.684,0.421,0.583,0.311,0.282,Visual
stranded,1.222,0.278,0.444,1.611,0.278,3.556,1.55,1.55,1.4,0.85,1.25,0.444,0.106,0.234,Visual
stranding,1.211,0.105,1.421,0.684,0.105,3.526,1.476,1.714,2.333,0.81,1.095,0.485,0.205,0.236,Visual
strange,2.105,0.947,0.947,2.789,1.105,2.684,1.1,1.6,3.25,1.45,0.9,0.174,0.283,0.124,Interoceptive
strangely,2.1,0.25,0.75,1.85,0.4,2.7,0.667,0.5,2.778,1.222,0.556,0.304,0.398,0.184,Visual
strangeness,2.053,0.632,0.895,2.158,0.579,3.105,0.833,0.944,2.889,1.333,1.056,0.268,0.291,0.153,Visual
stranger,3.353,0,1.059,0.118,0.824,4.059,0.588,1.235,3.412,1.765,0.941,0.431,0.356,0.234,Visual
strangle,1.471,0.176,4,2.647,0.176,3.059,0.9,4,2.2,2.6,1.8,0.332,0.27,0.166,Haptic
stranglehold,1.389,0,3,2.278,0,3.222,0.375,2.5,1.375,0.812,0.625,0.326,0.374,0.207,Visual
strangler,1.176,0,0.882,0.882,0,2.529,0.632,2.368,2.316,2.053,0.842,0.462,0.212,0.185,Visual
strangles,1.143,0.357,2.857,1.786,0.357,2.643,0.2,3.5,2.25,2.25,0.7,0.273,0.371,0.183,Haptic
strangling,1.158,0.158,2,1.842,0.105,3.158,0.1,2.8,1.2,1.3,0.7,0.362,0.443,0.211,Visual
strangulate,1,0,1.824,1.353,0,2.118,0.9,3.7,1.2,1.4,1.35,0.336,0.327,0.249,Visual
strangulation,1.824,0,1.882,2.412,0,3.235,0.667,2.722,1.722,1.833,0.778,0.346,0.266,0.189,Visual
strap,0.824,0.235,3,0.824,0.235,4.059,0.905,2.857,0.714,0.048,1.095,0.417,0.5,0.271,Visual
strapless,0.05,0,1.95,0.1,0,4.1,0.238,1.905,1.571,0.238,1.81,0.661,0.289,0.343,Visual
strapped,1.062,0,2.25,1.25,0,3.188,1.905,3.238,2.238,0.905,2.048,0.411,0.226,0.179,Visual
strapping,0.7,0,1.75,0,0,3.1,0.45,2,0.9,0.15,0.3,0.559,0.487,0.332,Visual
strategic,1.765,0.529,0.529,1.059,0.235,2.941,0.35,0.85,3.55,1.6,0.6,0.383,0.46,0.237,Visual
strategically,1.65,0,0.4,0.6,0,2.25,1.105,1.263,4,2,0.842,0.459,0.343,0.283,Visual
strategist,2.125,0.312,0.5,0.938,0.25,2.938,0.263,0.737,3.842,1.895,0.263,0.381,0.511,0.255,Visual
strategize,2.294,0,0.118,1.059,0.059,2,0.6,0.8,3.45,2.35,0.65,0.415,0.363,0.258,Auditory
strategy,2.6,0.2,0.55,1.05,0.15,2.55,0.947,1.211,3.737,2.895,0.842,0.345,0.301,0.214,Auditory
stratosphere,0.882,0.118,0.294,0.412,0.294,2.118,0.15,0.15,1.35,0.05,0.15,0.486,0.703,0.346,Visual
stratospheric,0.923,0,0.038,0.192,0.077,2.462,0.421,0.421,1.737,0.421,0.526,0.667,0.373,0.341,Visual
stratus,0,0,0,0.3,0,3,0.077,0.077,1.846,0.077,0.077,0.909,0.821,0.55,Visual
straw,0.7,0.65,3.1,0.1,0.75,3.55,0.158,1.632,1.632,2.737,0.053,0.39,0.432,0.232,Visual
straw hat,0.294,0.118,1.824,0.118,0.353,2.765,0.19,1.905,3.476,0.143,0.286,0.484,0.556,0.293,Visual
straw man,1.667,0.048,1.143,0.333,0.19,3.048,0.15,0.85,2.2,1.25,0.35,0.467,0.427,0.267,Visual
strawberry,0,4.632,2.632,1.211,3.053,3.789,0.476,2.81,1.905,4.429,0.905,0.302,0.376,0.179,Gustatory
strawboard,0.182,0.091,3.364,0.091,0.364,4.182,0.188,1.25,0.875,0.062,0.062,0.495,0.487,0.385,Visual
strawflower,0.25,0.25,2.688,0.438,2.5,4,0.5,2.438,2,0.062,0.062,0.37,0.469,0.259,Visual
strawman,2,0.212,1.03,0.485,0.212,2.939,0.474,0.579,1.947,1.158,0.368,0.396,0.349,0.239,Visual
stray,0.667,0.278,0.611,0.444,0.444,2.333,2.2,1.5,2.7,0.9,0.8,0.43,0.235,0.188,Visual
